PRINCIPIO ATIVO,CNPJ,LABORATORIO,REGISTRO,EAN,PRODUTO,APRESENTACAO,CLASSE TERAPEUTICA,PMC 0%,PMC 12%,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 20%
PIMECROLIMO,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006808830011,7896261006430,ELIDEL,10 MG / G CREME DERM CT BG AL X 15 G,D05X0 - OUTROS PRODUTOS ANITIINFLAMATORIOS NAO ESTEROIDAIS DERMATOLOGICOS,140.91,160.11,169.76,169.76,170.8,170.8,171.84,171.84,176.14
PIMETIXENO,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006800570019,7896261002555,MURICALM,1 MG/ML SOL OR CT FR VD CGT X 10 ML,R06A0 - ANTI-HISTAMINICOS SISTEMICOS,7.87,8.94,9.48,9.48,9.54,9.54,9.59,9.59,9.83
PIMOZIDA,51.780.468/0001-87,JANSSEN-CILAG FARMACEUTICA LTDA,1123600060013,7896212469086,ORAP,1 MG COM CT BL AL PLAS INC X 20,N05A9 - ANTIPSICOTICOS CONVENCIONAIS,10.42,11.85,12.57,12.57,12.64,12.64,12.72,12.72,13.04
PINDOLOL,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006800620024,7896261002999,VISKEN,10 MG COM CT 2 BL AL PLAS INC X 10,C07A0 - BETABLOQUEADORES PUROS,47,53.4,56.62,56.62,56.97,56.97,57.32,57.32,58.75
PIPERACILINA SODICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,1883000020019,7898560660573,PIPERACILINA SODICA + TAZOBACTAM SODICO,2 G + 250 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 30 ML,J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO,55.78,63.38,67.21,67.21,67.62,67.62,68.03,68.03,69.73
PIRACETAM,53.162.095/0001-06,BIOSINTETICA FARMACEUTICA LTDA,1121300150040,7896181906391,NOOTRON,400 MG COM REV CT BL AL PLAS INC X 60,N06D0 - NOOTROPICOS,29.6,33.63,35.67,35.67,35.87,35.87,36.1,36.1,36.99
PIRENOXINA SODICA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACEUTICOS LTDA,1014701260012,7897316801291,CLARVISOL,"0,85 MG/COM PREP EXTEMP SOL OFT CT BL AL PLAS INC + FR PLAS OPC GOT X 15 ML DIL","S01N2 - PREPARACOES PARA PREVENCAO DA CATARATA E ANTICATARATOGENICOS, TOPICOS",20.01,23.03,24.58,22.19,24.75,22.33,24.91,22.46,25.61
PIRETANIDA,02.685.377/0001-57,SANOFI-AVENTIS FARMACEUTICA LTDA,1130000210122,7891058005047,ARELIX,6 MG CAP GEL DESINT GRAD CT STR AL X 20,C03A2 - DIURETICOS DE ALCA PUROS,23.45,26.64,28.24,28.24,28.41,28.41,28.59,28.59,29.31
PIRFENIDONA,33.009.945/0001-23,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,1010006630017,78962265070029,ESBRIET,267 MG CAP DURA CT FR PLAS OPC X 270,L04X0 - OUTROS IMUNOSSUPRESSORES,11466.38,13194.3,14079.12,12711.52,14174.2,12788.56,14270.58,12866.55,14669.69
PIRIBEDIL,42.374.207/0001-76,LABORATORIOS SERVIER DO BRASIL LTDA,1127800500052,7898029558540,TRIVASTAL RETARD,50 MG DRG AP CT BL AL PLAS INC X 15,N04A0 - AANTIPARKINSONIANOS,35.25,40.06,42.48,42.48,42.73,42.73,42.99,42.99,44.07
PIRIMETAMINA,33.349.473/0001-58,FARMOQUIMICA S/A,1039001480023,7898040320829,DARAPRIM,25 MG COM CT FR VD INC X 100,"P01D1 - ANTIMALARICOS, 1 INGREDIENTE",7.59,8.61,9.14,9.14,9.19,9.19,9.25,9.25,9.48
PIROXICAM,33.145.194/0001-72,LABORATORIO GROSS S. A.,1044401080029,7890282800336,BREXIN,"191,2 MG COM CT BL PVC/PVDC OPC X 10",M01A1 - ANTI-REUMATICOS NAO ESTEROIDAIS PUROS,53.44,61.5,65.63,59.25,66.07,59.61,66.52,59.98,68.39
PIROXICAM BETACICLODEXTRINA,61.363.032/0001-46,CHIESI FARMACEUTICA LTDA,1005800970094,7896672202469,CICLADOL,20 MG COM EFERV CT STR X 6,M01A1 - ANTI-REUMATICOS NAO ESTEROIDAIS PUROS,38,43.19,45.8,45.8,46.08,46.08,46.35,46.35,47.51
PITAVASTATINA CALCICA,43.312.503/0001-05,SUPERA FARMA LABORATORIOS S.A,1037202450028,7899420505768,LESTER,2 MG COM REV CT BL AL AL X 10,"C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA",27.66,31.83,33.96,30.66,34.2,30.86,34.43,31.04,35.39
PIVALATO DE FLUOCORTOLONA,18.459.628/0001-15,BAYER S.A.,1705600830031,4260085521234,ULTRAPROCT LDO,1MG/G + 20 MG/G CREM RET CT BG AL X 30 G + APLIC ,C05A1 - ANTI-HEMORROIDAIS COM CORTICOSTEROIDES,25.86,29.76,31.75,28.67,31.97,28.85,32.19,29.02,33.09
